6,"Is Kohl’s Offering Free Shopping Sprees To 80 Families, As This Facebook Post Claims?",12.672496
6,Viral Image Claims North Korea ‘Accidentally Nuked’ One Of Its Cities In 2017,11.455303
6,Did The Canadian Government Include Black Rifle Coffee Company Products In Its Recent Assault-Style Weapons Ban?,8.930106
6,Viral Image Claims To Show Barack Obama In A Black Panther Uniform,8.764282
6,Is Trump 1 Of 3 People To Receive The Ellis Island Award For Helping The Black Community?,8.300426
6,Did A Black Woman Drown In The Sinking Of The Titanic Because Lifeboats Were Only Open To White Women And Children?,8.234539
6,Only Two States Haven’t Sued The Makers Of OxyContin – Is New Jersey One Of Them?,7.9753265
6,Does This Image Show A Black Soldier Being Lynched In 1919?,7.7867928
6,Viral Post Claims To Contain The Last Words Of A Doctor Who Allegedly Died From COVID-19 In Italy,7.660548
Does This Video Show Boston Police ‘Planting’ Bricks At George Floyd Protest Locations?,,0
7,Does This Video Show Boston Police ‘Planting’ Bricks At George Floyd Protest Locations?,52.52259
7,Does This Video Show Zimbabwean Police Beating Churchgoers Who Violated Coronavirus Lockdown Rules?,12.643335
7,Does This Photo Show The Lincoln Memorial Defaced And Damaged Following George Floyd Protests?,12.502073
7,Does This Video Show Italian Police Arresting A Man For Violating The Coronavirus Lockdown?,12.260455
7,"Does This Video Show A Protest In Germany Against The ‘Deep State,’ Bill Gates?",12.138442
7,Viral Image Claims MSNBC Aired ‘World War Z’ Clip During George Floyd Protest Coverage,11.896035
7,Viral Video Claims To Show SUV Driving Through A Minneapolis Mall During George Floyd Protests,11.472416
7,Viral Image Claims To Show All The Lights Out At The White House During George Floyd Protests,11.268182
7,Does This Picture Show Greta Thunberg With George Soros?,9.655905
7,Does This Picture Show Meghan Markle With George Soros’ Son?,9.323191
7,Is Floyd Mayweather Jr Giving Money To People Who Share This Video?,9.0734825
7,Does This Photo Show Young Bernie Sanders At The Stonewall Riots?,9.012641
Does This Photo Show The Vietnam Veterans Memorial Defaced In Recent DC Protests?,,0
8,Does This Photo Show The Vietnam Veterans Memorial Defaced In Recent DC Protests?,48.57425
8,Does This Photo Show The Lincoln Memorial Defaced And Damaged Following George Floyd Protests?,24.25904
8,Does This Photo Show House Democrats Vacationing In Italy?,11.148359
8,Does This Photo Show A Trump Rally In Philadelphia?,11.148359
8,Does This Photo Show The Opening Of The Golden Gate Bridge In 1937?,11.038256
8,Does This Photo Show ‘Women Of The Democrat Party’ In KKK Robes?,11.034618
8,Was There A Communications Blackout In DC During George Floyd Protests On June 1?,10.979587
8,Does This Photo Show COVID-19 Relief Packages In Rwanda?,10.76422
8,Does This Photo Show Used Needles In Nancy Pelosi’s District?,10.76422
8,Does This Photo Show Tom Hanks Quarantined In Australia With Wilson The Volleyball?,10.690019
8,Does This Photo Show Bernie Sanders Marching With MLK In 1965?,10.40567
8,Does This Photo Show Trump Participating In A Prayer Circle Before The State Of The Union Address?,9.853656
Was Riley Hospital For Children In Indianapolis Set On Fire During George Floyd Protests?,,0
9,Was Riley Hospital For Children In Indianapolis Set On Fire During George Floyd Protests?,54.726906
9,"Were 2 Hospitals Set On Fire During George Floyd Protests In Columbus, Ohio?",29.826923
9,Was There A Communications Blackout In DC During George Floyd Protests On June 1?,21.96511
9,Viral Video Claims To Show SUV Driving Through A Minneapolis Mall During George Floyd Protests,14.298685
9,Viral Image Claims To Show All The Lights Out At The White House During George Floyd Protests,13.504787
9,Viral Video Claims To Show The BronxCare Health System Hospital On Fire,12.836758
9,Does This Photo Show The Lincoln Memorial Defaced And Damaged Following George Floyd Protests?,11.787609
9,Was A Central Park Tent Hospital Housing Thousands Of Abused Children Rescued From Underground Captivity?,11.16048
9,Viral Image Claims MSNBC Aired ‘World War Z’ Clip During George Floyd Protest Coverage,10.423468
9,Viral Post Claims A Woman Set A World Record By Having 17 Children In A Single Birth,9.819921
9,Was Queen Elizabeth Found Guilty In The Disappearance Of 10 Canadian Children?,9.148613
9,Did 7 Children Die After Being Vaccinated For Coronavirus In Senegal?,8.54097
Does The ‘Squad’ Want The Bible To Be Deemed Hate Speech?,,0
10,Does The ‘Squad’ Want The Bible To Be Deemed Hate Speech?,46.041393
10,"Did F Scott Fitzgerald Say, ‘It’s Never Too Late To Be Whoever You Want To Be’?",9.655336
10,Does Elizabeth Warren Want To Take Guns Away From Republicans?,8.336924
10,Does Ocasio-Cortez Want To Repeal Daylight Saving Time To Combat Climate Change?,7.9994736
10,‘I Want To Overthrow It’ — Did Machiavelli Say This Quote About The Status Quo?,7.274269
10,"Did Thomas Jefferson Say, ‘If You Want Something You’ve Never Had, You Must Be Willing To Do Something You’ve Never Done’?",7.0243144
10,"Did Jimmy Carter Say, ‘If You Don’t Want Your Tax Dollars To Help The Poor – Then Stop Saying You Want A Country Based On Christian Values, Because You Don’t’?",6.5808754
10,"Did Gandhi Say, ‘You Must Be The Change You Wish To See In The World’?",6.5410843
10,"Did Barack Obama Say, ‘The American Dream Is To Be Donald Trump’?",6.404993
10,‘Just Like Our Founders Meant It To Be’ – Did Eric Trump Say The President Should Be Able To Hand Pick Members Of Congress?,6.3259344
10,Does HR 6666 Require Microchips To Be Secretly Implanted During COVID-19 Tests?,6.2593985
10,Did Queen Elizabeth Praise Philippine President Rodrigo Duterte In A Speech?,6.1701827
"Viral Image Claims Bodies Infected With COVID-19 In New York Become Property Of State, Get Incinerated",,0
11,"Viral Image Claims Bodies Infected With COVID-19 In New York Become Property Of State, Get Incinerated",56.44948
11,Viral Image Falsely Claims To Show Bodies Of People Who Died From COVID-19 In Italy,18.407251
11,Viral Image Claims To Show Train Car With COVID-19 Marking,14.967356
11,"Have New York, Nevada And Michigan Banned Hydroxychloroquine Prescriptions For COVID-19 Patients?",14.467374
11,Viral Image Claims To Show A New York Times Article About Nevada Primary Polls,14.093177
11,Does This Video Show The Bodies Of COVID-19 Victims Washing Ashore After Being Dumped In The Sea?,12.432161
11,Viral Image Falsely Claims COVID-19 Stands For ‘Chinese Originated Viral Infectious Disease’,12.148811
11,Viral Image Claims To Show Singapore Hospital Bill Sent To COVID-19 Patient,11.450868
11,Does This Video Show People In New Zealand Singing The Names Of God In Islam During The COVID-19 Pandemic?,11.403562
11,"Did Myrtle Beach Report 220,000 New COVID-19 Cases?",11.019642
11,Viral Post Claims To Contain The Last Words Of A Doctor Who Allegedly Died From COVID-19 In Italy,10.844381
11,Viral Image Claims Coronavirus Cannot Spread In Areas With Warm Climates,10.693737
Did Bill Gates Admit To Profiting $200 Billion From Vaccines?,,0
12,Did Bill Gates Admit To Profiting $200 Billion From Vaccines?,43.980225
12,Did Bill Gates Admit A COVID-19 Vaccine Might Kill Nearly 1 Million People?,12.949547
12,Has Bill Gates ‘Refused To Vaccinate His Children’?,9.946076
12,Did Nancy Pelosi Divert $2.4 Billion From Social Security To Pay For Impeachment?,9.621541
12,Is Bill Gates ‘Advocating For Church Gatherings To Never Return’?,9.260651
12,Has Nigeria Received Coronavirus Vaccines From China?,9.260346
12,"Did Bill Gates Say, ‘I Choose A Lazy Person To Do A Hard Job’?",8.8220215
12,Did Burger King Admit To Using Horse Meat?,8.699563
12,Did The Italian Parliament Call For The Arrest Of Bill Gates?,8.434166
12,"Did Bill Gates Say, ‘Be Nice To Nerds. Chances Are You’ll End Up Working For One’?",8.318216
12,Did Nigeria Lose 700 Billion Naira From A Coronavirus Relief Fund In A Fire?,8.176074
12,Did Bill Gates Write This Statement About The ‘Spiritual Purpose’ Of Coronavirus?,8.162286
Image Claims To Show Cleaner Praying At Mecca’s Kaaba During The Coronavirus Pandemic,,0
13,Image Claims To Show Cleaner Praying At Mecca’s Kaaba During The Coronavirus Pandemic,44.10228
13,Does This Video Show Italians Praying During The Coronavirus Pandemic?,18.604017
13,Viral Image Claims To Show Tank Deployed In Toronto During The Coronavirus Pandemic,16.152315
13,Viral Video Claims To Show Looting In Mexico During The Coronavirus Pandemic,14.545025
13,Viral Image Claims To Show All The Lights Out At The White House During George Floyd Protests,12.804215
13,Does This Video Show Brooklyn Residents Singing ‘Juicy’ During The Coronavirus Pandemic?,11.43331
13,Does This Video Show A Tsunami Hitting China During The Coronavirus Pandemic?,11.43331
13,Does This Video Show An Orangutan That Learned To Wash Its Hands During The Coronavirus Pandemic?,11.215638
13,Viral Image Claims To Show The KKK Marching At The 1924 Democratic National Convention,10.990438
13,Viral Video Claims To Show Kitchen Worker Blowing On Food Wrappers During COVID-19 Pandemic,10.573197
13,Does This Video Show A Dolphin Swimming In A Venice Canal During The Coronavirus Pandemic?,10.425129
13,Does This Video Show Military Vehicles Arriving In New York City During The Coronavirus Pandemic?,10.425129
Did Donald Trump Re-Sign A 1952 Law Making ‘Muslamic Law’ Illegal?,,0
14,Did Donald Trump Re-Sign A 1952 Law Making ‘Muslamic Law’ Illegal?,56.111523
14,Does This Image Show Young Donald Trump In 1952?,13.473305
14,Did Robert Mueller Tweet Back At Donald Trump Over An ‘Illegal Witch Hunt’ Tweet?,11.788367
14,"No, Trains Moving Military Equipment Do Not Mean Martial Law Is Coming",10.722702
14,Do These Viral Photos Show The Stanford Law Professor Who Testified At The Impeachment Hearings?,9.777182
14,Did Donald Trump Announce A 30-Day Motorcycle Ban?,9.121928
14,Is Donald Trump A Stockholder In Thermo Fisher Scientific?,8.316893
14,Text Message Falsely Claims The Federal Government Plans To Institute 30 Days Of Martial Law To Curb The Spread Of Coronavirus,8.311395
14,Did Bill Withers Call Donald Trump A ‘Great Man’ Before He Died?,8.239775
14,"Did Pope Francis Say, ‘God Will Abandon America If Trump Is Re-Elected’?",8.075226
14,Did Trump Point To A Sign That Says ‘Go Back To The S***hole You Came From’?,7.5525417
14,"Did Donald Trump Tweet, ‘Some Oldies Will Have To Die’?",7.403561
Was The CARES Act First Introduced In 2017?,,0
15,Was The CARES Act First Introduced In 2017?,39.407997
15,Viral Image Claims North Korea ‘Accidentally Nuked’ One Of Its Cities In 2017,7.470583
15,Does This Video Show The First Islamic Call To Prayer In Spain In 500 Years?,7.0991726
15,Did The Jamkaran Mosque In Iran Raise A Red Flag Of Revenge For ‘The First Time In History’?,6.925107
15,Were The First 23 Black Senators Republicans?,6.380512
15,"Did George Orwell Say, ‘Telling The Truth Is A Revolutionary Act’?",6.3212724
15,Was Joe Exotic Transferred To The Cass County Jail In Texas?,6.0053744
15,‘In The Time Of Pandemic’ – Was This Poem Written In 1869 And Reprinted During The Spanish Influenza?,5.988593
15,Was Queen Elizabeth Found Guilty In The Disappearance Of 10 Canadian Children?,5.8117876
15,Viral Image Claims House Democrats ‘Snuck’ A Long Recess Provision Into The HEROES Act,5.746987
15,Did None Of The Democratic Candidates Wear Flag Pins At The First Debate?,5.5332093
15,"No, Kevin Hart Was Not Paralyzed ‘From The Neck Down’ In A Car Accident",5.4597883
Does This Video Show Protesters Breaking Into The White House?,,0
16,Does This Video Show Protesters Breaking Into The White House?,37.920994
16,Does This Image Show Barack Obama’s Official White House Portrait?,15.407999
16,Does This Video Show Kanye West Riding A Donkey Into Church?,12.85537
16,Does This Video Show People In India Throwing Religious Statues Into A River During The COVID-19 Pandemic?,11.232779
16,Does This Photo Show House Democrats Vacationing In Italy?,10.8808975
16,Viral Image Claims To Show All The Lights Out At The White House During George Floyd Protests,10.495295
16,Does This Video Show The Market Where The Coronavirus Outbreak Originated?,9.833357
16,Does This Video Show Italians Praying During The Coronavirus Pandemic?,9.816914
16,Does This Video Show Brooklyn Residents Singing ‘Juicy’ During The Coronavirus Pandemic?,9.184004
16,Does This Video Show A Tsunami Hitting China During The Coronavirus Pandemic?,9.184004
16,Viral Image Claims House Democrats ‘Snuck’ A Long Recess Provision Into The HEROES Act,9.082312
16,"Have 13,506 Marines Volunteered For White House Sentry Duty Since Trump’s Inauguration?",9.068114
Viral Image Claims To Show Singapore Hospital Bill Sent To COVID-19 Patient,,0
17,Viral Image Claims To Show Singapore Hospital Bill Sent To COVID-19 Patient,41.742706
17,Viral Image Claims To Show Train Car With COVID-19 Marking,16.55793
17,Viral Image Claims To Show A Chinese Coronavirus Hospital In Wuhan,15.478436
17,Viral Image Falsely Claims To Show Bodies Of People Who Died From COVID-19 In Italy,14.193969
17,Viral Video Claims To Show People In China Tearing Down A 5G Pole To Stop COVID-19,12.860842
17,Viral Video Claims To Show The BronxCare Health System Hospital On Fire,12.851509
17,Viral Image Claims To Show Bill Gates And Anthony Fauci Violating Social Distancing Guidelines,12.805648
17,Viral Video Claims To Show Kitchen Worker Blowing On Food Wrappers During COVID-19 Pandemic,12.670847
17,Did This Italian Priest Die From COVID-19 After Giving His Ventilator To A Younger Patient?,12.670496
17,Viral Image Falsely Claims COVID-19 Stands For ‘Chinese Originated Viral Infectious Disease’,12.148811
17,Viral Image Claims To Show WHO Lockdown Guidelines,11.650436
17,Viral Image Claims To Show ‘Wounded Female Veterans’,11.650436
Is Nigerian Billionaire Aliko Dangote Giving Weekly Allowances To All Nigerian Citizens?,,0
18,Is Nigerian Billionaire Aliko Dangote Giving Weekly Allowances To All Nigerian Citizens?,65.75082
18,Is Floyd Mayweather Jr Giving Money To People Who Share This Video?,7.882861
18,Is Tim Hortons Giving Away $50 Coupons To Celebrate Its 56th Anniversary?,7.882861
18,Is Amazon Suspending All Deliveries Except For Medical Supplies Due To Coronavirus?,7.0353274
18,Is J.K. Rowling The First Person To Fall Off The Forbes Billionaires List For Charitable Giving?,6.9825177
18,Is Kroger Giving People $55 If They Share A Link On Facebook?,6.654359
18,Viral Image Claims California Is Registering Non-Citizens To Vote And Not Complying With The ‘Federal Election Integrity Program’,6.631715
18,"Viral Post Claims Ellen DeGeneres Is Giving Away $5,000 To 100 People Who Like And Comment On It",6.6053047
18,Did Chuck Schumer Say ‘It’s Racist To Only Allow Citizens To Vote’?,6.500813
18,Is Dunkin’ Donuts Closing All Locations Over Coronavirus Concerns?,6.4285064
18,"Did Shakespeare Say, ‘Expectation Is The Root Of All Heartache’?",6.206999
18,"Did James Madison Say, ‘Cursed Be All That Learning That Is Contrary To The Cross Of Christ’?",6.0587835
Is Washington State Forcing Those Who Don’t Comply With COVID-19 Testing Or Contact Tracing To Stay Home?,,0
19,Is Washington State Forcing Those Who Don’t Comply With COVID-19 Testing Or Contact Tracing To Stay Home?,67.44495
19,Did The FDA Authorize This 2-Minute COVID-19 Testing Kit?,11.8811035
19,"Did Abraham Lincoln Say, ‘Things May Come To Those Who Wait, But Only The Things Left By Those Who Hustle’?",11.233448
19,"Viral Image Claims Bodies Infected With COVID-19 In New York Become Property Of State, Get Incinerated",10.926876
19,Is The British Government Sending People Fines Via Text For Violating Coronavirus Stay-At-Home Rules?,10.676163
19,Did Gov Gretchen Whitmer Authorize ‘Lethal Force’ To Enforce Michigan’s Stay-At-Home Order?,10.533776
19,Viral Image Claims To Show Train Car With COVID-19 Marking,10.094769
19,"No, Minnesota Is Not Allowing Mosques To Stay Open While Churches Must Stay Closed",9.806366
19,Viral Image Falsely Claims To Show Bodies Of People Who Died From COVID-19 In Italy,9.169824
19,"Did Shakespeare Say, ‘The Earth Has Music For Those Who Listen’?",9.16531
19,Does Inhaling Steam Infused With Certain Ingredients Cure COVID-19?,9.129442
19,Are Toledo Police Using A Tank For ‘Rounding People Up’ That Violate Ohio’s Stay-At-Home Order?,8.598507
"Did Ohio Gov Mike DeWine Release 4,300 Inmates On May 15?",,0
20,"Did Ohio Gov Mike DeWine Release 4,300 Inmates On May 15?",57.80594
20,"Were 2 Hospitals Set On Fire During George Floyd Protests In Columbus, Ohio?",8.209843
20,Does This Photo Show Michigan Gov Gretchen Whitmer Violating Social Distancing Rules On Mackinac Island?,6.8876734
20,"Did Francis Bacon Say, ‘Old Age Is Always 15 Years Older Than I Am’?",6.2927647
20,Did Mike Tyson Offer Men $10 Million To Marry His Daughter?,6.29134
20,Was Mike Pence Pictured Waving A Confederate Flag?,6.1549907
20,Did An Ohio State Football Player Wear An Ankle Monitor During The Fiesta Bowl?,5.964762
20,Did Vermont Gov. Phil Scott Vote To Impeach President Trump?,5.8026915
20,Did Gov Gretchen Whitmer Authorize ‘Lethal Force’ To Enforce Michigan’s Stay-At-Home Order?,5.0997944
20,"Are Border Apprehensions Down 70% Since May, As Trump Says?",5.0253944
20,Did A Kansas City Hospital Say Drinking Alcohol May Reduce The Risk Of Contracting Coronavirus?,4.949896
20,Does This Photo Show Gov Brian Kemp Posing With Gregory McMichael?,4.858001
"Did Dianne Feinstein Say, ‘One Day The American People Will Know Their Place’?",,0
21,"Did Dianne Feinstein Say, ‘One Day The American People Will Know Their Place’?",49.315495
21,"Did Thomas Jefferson Say, ‘The Government Will One Day Be Filled With Liars And The People Will Flock To The One Who Tells The Truth’?",16.02942
21,‘That’s Just Human Nature’ – Did Dianne Feinstein Say This Quote About Gun Control?,13.681802
21,"Did Alexis de Tocqueville Say, ‘The American Republic Will Endure Until The Day Congress Discovers That It Can Bribe The Public With The Public’s Money’?",11.620461
21,"Did MLK Say, ‘I Will Not Rejoice In The Death Of One, Not Even An Enemy’?",9.589115
21,"Did Thomas Jefferson Say, ‘Do You Want To Know Who You Are? Don’t Ask. Act! Action Will Delineate And Define You’?",9.111139
21,"Did Alexandria Ocasio-Cortez Say, ‘There Are Homeless People Out There Who Can’t Pay Their Mortgage’?",8.502942
21,‘The Place Where Your Talent Meets The World’s Need’ – Did Aristotle Say This Quote About Jobs?,8.425543
21,Did Barack Obama Say He Is ‘Not Going To Allow White People To Kill Africans With Their Toxic Vaccines’?,7.832039
21,"Did Barack Obama Say, ‘The American Dream Is To Be Donald Trump’?",7.5323906
21,Viral Image Claims ICE Agents Will Be At All Polling Stations On Election Day,7.5066752
21,Did Governor Ralph Northam Threaten To Have People Killed If They Don’t Give Up Their Guns?,7.215814
Is Floyd Mayweather Jr Giving Money To People Who Share This Video?,,0
22,Is Floyd Mayweather Jr Giving Money To People Who Share This Video?,46.34542
22,Is Kroger Giving People $55 If They Share A Link On Facebook?,15.343298
22,"Viral Post Claims Ellen DeGeneres Is Giving Away $5,000 To 100 People Who Like And Comment On It",11.603891
22,Does This Video Show Boston Police ‘Planting’ Bricks At George Floyd Protest Locations?,8.790127
22,Does This Video Show Boris Johnson Giving Journalists Tea After Recovering From COVID-19?,8.523934
22,Viral Video Claims To Show SUV Driving Through A Minneapolis Mall During George Floyd Protests,7.9215317
22,Is Nigerian Billionaire Aliko Dangote Giving Weekly Allowances To All Nigerian Citizens?,7.882861
22,Is Tim Hortons Giving Away $50 Coupons To Celebrate Its 56th Anniversary?,7.882861
22,Is McDonald’s Offering 2 Free Big Mac Meals To Everyone Who Shares This Link?,7.6648293
22,Does This Video Show Zimbabwean Police Beating Churchgoers Who Violated Coronavirus Lockdown Rules?,7.493663
22,Was Joe Biden Involved In A Plot To Kidnap JFK Jr?,7.439605
22,Does This Quote About Money Come From ‘Fight Club’?,7.300132
Did Dr Anthony Fauci Say All Americans Should Be Microchipped?,,0
23,Did Dr Anthony Fauci Say All Americans Should Be Microchipped?,43.584545
23,Has Anthony Fauci Ever Sat On Microsoft’s Board?,11.632862
23,Did Anthony Fauci Sit On The Clinton Foundation’s Board For 20 Years?,10.860075
23,"Have Bill Gates, Anthony Fauci, The WHO And Others Been Charged With War Crimes?",9.519178
23,Viral Image Claims To Show Bill Gates And Anthony Fauci Violating Social Distancing Guidelines,9.519178
23,"Did Henry David Thoreau Say, ‘Be Yourself — Not Your Idea Of What You Think Somebody Else’s Idea Of Yourself Should Be’?",9.02098
23,‘Just Like Our Founders Meant It To Be’ – Did Eric Trump Say The President Should Be Able To Hand Pick Members Of Congress?,8.63695
23,‘Nobody Should Be Allowed To Photoshop Unflattering Images Of The President’ – Did Trump Tweet This?,7.9112406
23,"Did James Madison Say, ‘Cursed Be All That Learning That Is Contrary To The Cross Of Christ’?",7.894098
23,Did Tara Reade Say She Was In Love With Vladimir Putin On ‘Dr. Phil’?,7.65785
23,Viral Image Claims Florida Rep. Ted Yoho Said Black Americans Should Only Get ‘3/5ths Of A Vote’,7.543577
23,"Did Donald Trump Say, ‘Immigrants, Not Americans, Must Adapt’ Or Leave?",6.6973796
Image Claims To Show KKK Members Carrying A Trump-Pence Campaign Banner,,0
24,Image Claims To Show KKK Members Carrying A Trump-Pence Campaign Banner,42.527103
24,Viral Image Claims To Show Trump’s Parents Wearing KKK Robes,13.199184
24,Viral Image Claims To Show The KKK Marching At The 1924 Democratic National Convention,11.600328
24,Viral Video Claims To Show Mike Pence Delivering Empty Boxes Of PPE To A Virginia Health Care Center,10.329245
24,Viral Image Claims To Show Donald Trump Shaking Hands With Osama bin Laden,8.945502
24,Viral Image Claims To Show George Soros In A Nazi Uniform,8.576877
24,Viral Image Claims To Show A UNICEF Letter About Preventing Coronavirus,8.576877
24,Viral Image Claims To Show A Chinese Coronavirus Hospital In Wuhan,8.576877
